,Year Drafted,Name,Draft Pick,Date,Game Result (W/L),Pass Completions,Passing Attempts,Passing Yards,Passing Touchdowns,Interceptions,QBR,Times Sacked,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Fumbles
266,2017,Joshua Dobbs,135,2023-10-29,L,25,37,208,2,2,77.3,2,6,26,1,1
267,2017,Joshua Dobbs,135,2023-11-05,W,20,30,158,2,0,101.8,3,7,66,1,3
268,2017,Joshua Dobbs,135,2023-11-12,W,23,34,268,1,0,101.1,1,8,44,1,0
269,2017,Joshua Dobbs,135,2023-11-19,L,20,32,221,1,1,80.3,2,8,21,1,3
270,2017,Joshua Dobbs,135,2023-11-27,L,22,32,185,1,4,54.3,2,2,11,0,0
271,2017,Joshua Dobbs,135,2023-12-10,W,10,23,63,0,0,50.8,5,5,21,0,0
272,2017,Nathan Peterman,171,2017-11-12,L,7,10,79,1,0,126.7,0,0,0,0,0
273,2017,Nathan Peterman,171,2017-11-19,L,6,14,66,0,5,17.9,0,2,4,0,1
274,2017,Nathan Peterman,171,2017-12-03,L,6,15,50,0,0,49.3,1,1,9,0,0
275,2017,Nathan Peterman,171,2017-12-10,W,5,10,57,1,0,100.8,0,4,10,0,1
276,2017,Nathan Peterman,171,2018-09-09,L,5,18,24,0,2,0.0,3,1,1,0,0
277,2017,Nathan Peterman,171,2018-10-14,L,6,12,61,1,2,53.1,0,1,2,0,0
278,2017,Nathan Peterman,171,2018-10-29,L,2,2,23,0,0,114.6,0,0,0,0,0
279,2017,Nathan Peterman,171,2018-11-04,L,31,49,188,0,3,45.3,4,8,47,1,0
280,2017,Nathan Peterman,171,2020-11-29,L,3,5,25,0,0,72.9,2,1,9,0,0
281,2017,Nathan Peterman,171,2021-10-10,L,0,0,0,0,0,0.0,0,2,2,0,0
282,2017,Nathan Peterman,171,2022-12-18,L,0,1,0,0,0,39.6,0,0,0,0,0
283,2017,Nathan Peterman,171,2022-12-24,L,3,5,25,0,1,33.3,0,0,0,0,0
284,2017,Nathan Peterman,171,2023-01-08,L,11,19,114,1,0,92.9,1,2,7,0,0
285,2017,Nathan Peterman,171,2023-10-22,W,0,0,0,0,0,0.0,0,2,-4,0,1
286,2017,Nathan Peterman,171,2024-01-07,L,0,0,0,0,0,0.0,0,0,0,0,0
287,2017,Chad Kelly,253,2018-10-14,L,0,0,0,0,0,0.0,0,1,-1,0,0
