,Year Drafted,Name,Draft Pick,Date,Game Result (W/L),Pass Completions,Passing Attempts,Passing Yards,Passing Touchdowns,Interceptions,QBR,Times Sacked,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Fumbles
47,2015,Jameis Winston,1,2018-10-21,W,32,52,365,0,2,66.6,4,10,55,1,2
48,2015,Jameis Winston,1,2018-10-28,L,18,35,276,1,4,47.7,5,3,18,0,0
49,2015,Jameis Winston,1,2018-11-18,L,12,16,199,2,1,129.9,0,5,16,0,1
50,2015,Jameis Winston,1,2018-11-25,W,29,38,312,2,0,117.4,1,7,24,0,0
51,2015,Jameis Winston,1,2018-12-02,W,20,30,249,2,0,114.4,4,5,48,0,0
52,2015,Jameis Winston,1,2018-12-09,L,18,38,213,2,1,71.5,4,5,47,0,0
53,2015,Jameis Winston,1,2018-12-16,L,13,25,157,0,1,54.9,1,2,0,0,0
54,2015,Jameis Winston,1,2018-12-23,L,34,48,336,1,0,97.2,3,4,14,0,2
55,2015,Jameis Winston,1,2018-12-30,L,22,35,345,4,1,121.7,1,2,23,0,0
56,2015,Jameis Winston,1,2019-09-08,L,20,36,194,1,3,45.4,3,5,13,0,2
57,2015,Jameis Winston,1,2019-09-12,W,16,25,208,1,0,103.4,3,4,9,0,0
58,2015,Jameis Winston,1,2019-09-22,L,23,37,380,3,1,112.4,4,4,3,0,0
59,2015,Jameis Winston,1,2019-09-29,W,28,41,385,4,1,120.5,2,1,-1,0,0
60,2015,Jameis Winston,1,2019-10-06,L,15,27,204,2,0,104.6,6,3,13,0,1
61,2015,Jameis Winston,1,2019-10-13,L,30,54,400,1,5,46.8,7,1,1,0,2
62,2015,Jameis Winston,1,2019-10-27,L,21,43,301,2,2,68.1,3,8,53,0,3
63,2015,Jameis Winston,1,2019-11-03,L,29,44,335,2,0,103.9,2,2,8,0,1
64,2015,Jameis Winston,1,2019-11-10,W,30,48,358,1,2,74.8,4,3,40,0,1
65,2015,Jameis Winston,1,2019-11-17,L,30,51,313,2,4,57.1,2,2,23,0,1
66,2015,Jameis Winston,1,2019-11-24,W,18,28,313,3,2,108.2,0,8,38,0,0
67,2015,Jameis Winston,1,2019-12-01,W,21,33,268,0,0,89.0,4,6,20,0,1
68,2015,Jameis Winston,1,2019-12-08,W,33,45,456,4,3,107.3,1,6,5,1,0
69,2015,Jameis Winston,1,2019-12-15,W,28,42,458,4,1,124.9,2,2,4,0,0
70,2015,Jameis Winston,1,2019-12-21,L,25,48,335,1,4,46.8,3,2,16,0,0
71,2015,Jameis Winston,1,2019-12-29,L,13,24,201,2,2,75.2,1,2,5,0,0
72,2015,Jameis Winston,1,2020-11-08,W,1,1,12,0,0,116.7,0,3,-3,0,0
73,2015,Jameis Winston,1,2020-11-15,W,6,10,63,0,0,78.3,2,4,-2,0,0
74,2015,Jameis Winston,1,2020-11-29,W,0,0,0,0,0,0.0,0,0,0,0,0
75,2015,Jameis Winston,1,2021-01-03,W,0,0,0,0,0,0.0,0,1,-1,0,0
76,2015,Jameis Winston,1,2021-09-12,W,14,20,148,5,0,130.8,0,6,37,0,0
77,2015,Jameis Winston,1,2021-09-19,L,11,22,111,0,2,26.9,4,3,19,1,0
78,2015,Jameis Winston,1,2021-09-26,W,13,21,128,2,0,110.8,3,5,4,0,0
79,2015,Jameis Winston,1,2021-10-03,L,17,23,226,1,0,119.1,0,0,0,0,0
80,2015,Jameis Winston,1,2021-10-10,W,15,30,279,4,1,108.2,2,6,26,0,1
81,2015,Jameis Winston,1,2021-10-25,W,19,35,222,1,0,83.3,2,8,40,0,1
82,2015,Jameis Winston,1,2021-10-31,W,6,10,56,1,0,108.7,0,4,40,0,0
83,2015,Jameis Winston,1,2022-09-11,W,23,34,269,2,0,111.0,4,2,9,0,0
84,2015,Jameis Winston,1,2022-09-18,L,25,40,236,1,3,55.8,6,1,2,0,1
85,2015,Jameis Winston,1,2022-09-25,L,25,41,353,1,2,76.6,1,2,5,0,2
86,2015,Jameis Winston,1,2023-09-24,L,10,16,101,0,0,80.5,1,0,0,0,0
87,2015,Jameis Winston,1,2023-10-01,L,0,1,0,0,1,0.0,0,0,0,0,0
88,2015,Jameis Winston,1,2023-10-08,W,0,0,0,0,0,0.0,0,3,-4,0,0
89,2015,Jameis Winston,1,2023-11-12,L,13,25,122,2,2,59.1,1,0,0,0,0
90,2015,Jameis Winston,1,2023-12-03,L,2,5,41,0,0,69.6,0,0,0,0,0
91,2015,Jameis Winston,1,2023-12-10,W,0,0,0,0,0,0.0,0,2,-2,0,0
92,2015,Jameis Winston,1,2024-01-07,W,0,0,0,0,0,0.0,0,0,0,0,0
93,2015,Marcus Mariota,2,2015-09-13,W,13,15,209,4,0,158.3,2,2,6,0,0
94,2015,Marcus Mariota,2,2015-09-20,L,21,37,257,2,0,96.3,7,3,19,0,3
95,2015,Marcus Mariota,2,2015-09-27,L,27,44,367,2,2,84.2,3,0,0,0,0
96,2015,Marcus Mariota,2,2015-10-11,L,21,32,187,0,1,68.1,2,5,47,0,0
97,2015,Marcus Mariota,2,2015-10-18,L,21,33,219,1,2,67.6,5,0,0,0,2
98,2015,Marcus Mariota,2,2015-11-08,W,28,39,371,4,0,135.7,0,1,5,0,0
99,2015,Marcus Mariota,2,2015-11-15,L,16,24,185,0,1,72.4,1,5,24,0,2
100,2015,Marcus Mariota,2,2015-11-19,L,22,35,231,0,0,82.0,4,5,29,1,0
101,2015,Marcus Mariota,2,2015-11-29,L,17,37,218,3,2,69.4,2,1,7,0,0
102,2015,Marcus Mariota,2,2015-12-06,W,20,29,268,3,1,118.2,4,9,112,1,1
103,2015,Marcus Mariota,2,2015-12-13,L,21,39,274,0,1,65.5,5,3,3,0,1
104,2015,Marcus Mariota,2,2015-12-20,L,3,6,32,0,0,66.0,3,0,0,0,1
105,2015,Marcus Mariota,2,2016-09-11,L,25,41,271,2,1,86.5,2,4,19,0,1
106,2015,Marcus Mariota,2,2016-09-18,W,25,33,238,2,1,102.8,3,2,11,0,1
107,2015,Marcus Mariota,2,2016-09-25,L,17,33,214,0,2,46.8,1,3,22,0,2
108,2015,Marcus Mariota,2,2016-10-02,L,13,29,202,0,1,54.1,1,4,20,0,0
109,2015,Marcus Mariota,2,2016-10-09,W,20,29,163,3,0,117.5,0,7,60,1,0
110,2015,Marcus Mariota,2,2016-10-16,W,17,24,284,3,1,132.6,2,7,64,0,0
111,2015,Marcus Mariota,2,2016-10-23,L,22,37,232,2,0,95.8,3,2,14,0,2
112,2015,Marcus Mariota,2,2016-10-27,W,18,22,270,2,0,148.1,0,3,11,0,1
113,2015,Marcus Mariota,2,2016-11-06,L,27,43,313,3,2,88.6,0,3,14,1,1
114,2015,Marcus Mariota,2,2016-11-13,W,19,26,295,4,0,149.8,1,5,0,0,0
115,2015,Marcus Mariota,2,2016-11-20,L,25,38,290,2,0,106.2,5,5,29,0,0
116,2015,Marcus Mariota,2,2016-11-27,W,15,23,226,2,0,126.4,0,4,46,0,0
117,2015,Marcus Mariota,2,2016-12-11,W,6,20,88,0,0,45.4,2,8,38,0,1
118,2015,Marcus Mariota,2,2016-12-18,W,19,33,241,0,1,67.9,1,1,-2,0,1
119,2015,Marcus Mariota,2,2016-12-24,L,8,20,99,1,0,72.7,2,2,3,0,0
120,2015,Marcus Mariota,2,2017-09-10,L,25,41,256,0,0,78.9,1,3,26,1,0
121,2015,Marcus Mariota,2,2017-09-17,W,15,27,215,1,1,78.5,1,6,24,0,0
122,2015,Marcus Mariota,2,2017-09-24,W,20,32,225,2,0,104.3,0,7,27,0,0
123,2015,Marcus Mariota,2,2017-10-01,L,6,10,96,0,2,52.5,0,4,39,2,0
124,2015,Marcus Mariota,2,2017-10-16,W,23,32,306,1,1,99.2,1,2,0,0,0
125,2015,Marcus Mariota,2,2017-10-22,W,21,34,203,0,0,78.4,2,1,8,0,0
126,2015,Marcus Mariota,2,2017-11-05,W,19,28,218,2,1,100.0,3,3,6,0,0
127,2015,Marcus Mariota,2,2017-11-12,W,25,44,264,1,1,72.5,4,6,51,0,0
128,2015,Marcus Mariota,2,2017-11-16,L,22,33,306,1,4,66.8,5,5,5,1,0
129,2015,Marcus Mariota,2,2017-11-26,W,17,25,184,1,2,69.4,0,3,4,0,0
130,2015,Marcus Mariota,2,2017-12-03,W,15,23,150,1,0,98.1,2,3,23,1,0
131,2015,Marcus Mariota,2,2017-12-10,L,16,31,159,0,2,39.6,3,2,11,0,0
132,2015,Marcus Mariota,2,2017-12-17,L,23,33,241,2,0,110.8,1,2,4,0,0
133,2015,Marcus Mariota,2,2017-12-24,L,22,39,275,0,1,67.8,1,3,24,0,1
134,2015,Marcus Mariota,2,2017-12-31,W,12,21,134,1,0,92.2,3,10,60,0,1
135,2015,Marcus Mariota,2,2018-09-09,L,9,16,103,0,2,36.2,0,3,15,0,0
136,2015,Marcus Mariota,2,2018-09-23,W,12,18,100,0,0,80.8,1,7,51,0,0
137,2015,Marcus Mariota,2,2018-09-30,W,30,43,344,2,1,99.4,3,10,46,1,1
138,2015,Marcus Mariota,2,2018-10-07,L,14,26,129,0,1,51.6,2,2,10,0,1
139,2015,Marcus Mariota,2,2018-10-14,L,10,15,117,0,0,90.1,11,2,25,0,1
140,2015,Marcus Mariota,2,2018-10-21,L,24,32,237,1,1,92.8,2,7,38,0,0
141,2015,Marcus Mariota,2,2018-11-05,W,21,29,240,2,0,119.9,4,10,32,1,2
142,2015,Marcus Mariota,2,2018-11-11,W,16,24,228,2,0,125.0,2,2,21,0,0
143,2015,Marcus Mariota,2,2018-11-18,L,10,13,85,0,1,61.4,4,4,17,0,1
144,2015,Marcus Mariota,2,2018-11-26,L,22,23,303,2,0,147.7,6,6,28,0,1
145,2015,Marcus Mariota,2,2018-12-02,W,20,35,282,2,1,90.4,3,4,43,0,2
146,2015,Marcus Mariota,2,2018-12-06,W,18,24,162,0,1,75.3,1,4,13,0,0
147,2015,Marcus Mariota,2,2018-12-16,W,12,20,88,0,0,70.4,1,2,11,0,0
148,2015,Marcus Mariota,2,2018-12-22,W,10,13,110,0,0,101.4,2,1,7,0,0
149,2015,Marcus Mariota,2,2019-09-08,W,14,24,248,3,0,133.3,4,3,24,0,0
150,2015,Marcus Mariota,2,2019-09-15,L,19,28,154,1,0,93.5,4,5,32,0,1
151,2015,Marcus Mariota,2,2019-09-19,L,23,40,304,0,0,81.7,9,6,34,0,1
152,2015,Marcus Mariota,2,2019-09-29,W,18,27,227,3,0,129.7,0,3,22,0,1
153,2015,Marcus Mariota,2,2019-10-06,L,13,22,183,0,0,86.0,5,5,13,0,0
154,2015,Marcus Mariota,2,2019-10-13,L,7,18,63,0,2,9.5,3,2,4,0,0
155,2015,Marcus Mariota,2,2019-12-29,W,1,1,24,0,0,118.7,0,0,0,0,0
156,2015,Marcus Mariota,2,2020-12-17,L,17,28,226,1,1,83.3,0,9,88,1,0
157,2015,Marcus Mariota,2,2021-09-13,W,0,0,0,0,0,0.0,0,1,31,0,0
158,2015,Marcus Mariota,2,2021-10-24,W,0,0,0,0,0,0.0,0,1,4,0,0
159,2015,Marcus Mariota,2,2021-11-07,L,0,0,0,0,0,0.0,0,1,6,0,0
160,2015,Marcus Mariota,2,2021-11-14,L,0,0,0,0,0,0.0,0,0,0,0,0
161,2015,Marcus Mariota,2,2021-11-25,W,0,0,0,0,0,0.0,0,2,4,1,0
162,2015,Marcus Mariota,2,2021-12-05,L,0,0,0,0,0,0.0,0,0,0,0,0
163,2015,Marcus Mariota,2,2021-12-12,L,0,0,0,0,0,0.0,0,0,0,0,0
164,2015,Marcus Mariota,2,2021-12-20,W,0,0,0,0,0,0.0,0,1,3,0,0
165,2015,Marcus Mariota,2,2022-01-02,W,0,1,0,0,0,39.6,0,3,16,0,1
166,2015,Marcus Mariota,2,2022-01-09,W,1,1,4,0,0,83.3,0,4,23,0,0
167,2015,Marcus Mariota,2,2022-09-11,L,20,33,215,0,0,79.7,0,12,72,1,2
168,2015,Marcus Mariota,2,2022-09-18,L,17,26,196,2,2,81.6,3,6,16,0,1
169,2015,Marcus Mariota,2,2022-09-25,W,13,20,229,1,1,99.8,3,7,4,1,2
170,2015,Marcus Mariota,2,2022-10-02,W,7,19,139,0,1,41.3,1,5,3,0,1
171,2015,Marcus Mariota,2,2022-10-09,L,14,25,147,1,0,86.6,5,7,61,0,1
172,2015,Marcus Mariota,2,2022-10-16,W,13,14,129,2,0,144.6,2,6,50,1,0
173,2015,Marcus Mariota,2,2022-10-23,L,8,13,124,1,0,118.7,3,6,31,0,1
174,2015,Marcus Mariota,2,2022-10-30,W,20,28,253,3,2,105.2,2,6,43,0,0
175,2015,Marcus Mariota,2,2022-11-06,L,12,23,129,0,0,68.9,2,5,24,0,0
176,2015,Marcus Mariota,2,2022-11-10,L,19,30,186,2,1,89.0,5,3,43,0,0
177,2015,Marcus Mariota,2,2022-11-20,W,13,20,131,1,0,100.2,0,13,25,1,0
178,2015,Marcus Mariota,2,2022-11-27,L,15,25,174,1,1,77.7,1,6,49,0,0
179,2015,Marcus Mariota,2,2022-12-04,L,13,24,167,1,1,72.7,1,3,17,0,0
180,2015,Marcus Mariota,2,2023-12-03,L,2,3,16,0,0,79.9,0,2,6,0,0
181,2015,Marcus Mariota,2,2023-12-10,L,0,0,0,0,0,0.0,0,0,0,0,0
182,2015,Marcus Mariota,2,2024-01-07,L,13,20,148,1,1,82.9,3,6,46,0,1
183,2015,Garrett Grayson,75,2015-11-29,L,6,7,31,0,0,85.1,0,0,0,0,0
184,2015,Garrett Grayson,75,2017-01-01,L,3,6,19,0,1,17.4,0,1,-1,0,1
185,2015,Garrett Grayson,75,2017-09-10,W,1,1,12,0,0,116.7,0,3,-7,0,0
186,2015,Garrett Grayson,75,2017-10-22,W,0,0,0,0,0,0.0,0,1,-1,0,0
187,2015,Garrett Grayson,75,2017-11-05,W,0,0,0,0,0,0.0,0,1,-1,0,0
188,2015,Garrett Grayson,75,2017-12-17,W,1,2,4,0,0,56.2,0,2,3,0,1
189,2015,Garrett Grayson,75,2017-12-31,L,20,34,169,0,0,71.8,3,2,4,0,1
190,2015,Garrett Grayson,75,2018-10-21,W,0,0,0,0,0,0.0,0,3,1,0,0
191,2015,Garrett Grayson,75,2018-12-23,W,0,0,0,0,0,0.0,0,2,-2,0,0
192,2015,Garrett Grayson,75,2018-12-30,W,2,3,23,0,0,89.6,0,2,-8,0,0
193,2015,Garrett Grayson,75,2019-09-22,W,0,0,0,0,0,0.0,0,2,-2,0,0
194,2015,Garrett Grayson,75,2019-12-15,W,0,0,0,0,0,0.0,0,3,-3,0,0
195,2015,Garrett Grayson,75,2019-12-29,L,12,21,126,0,2,35.1,0,1,0,0,1
196,2015,Garrett Grayson,75,2022-01-02,L,22,36,189,1,0,84.1,2,2,14,0,0
197,2015,Sean Mannion,89,2016-11-06,L,2,2,19,0,0,106.2,0,0,0,0,0
198,2015,Sean Mannion,89,2016-11-13,L,19,32,163,1,1,70.2,1,0,0,0,0
199,2015,Sean Mannion,89,2016-12-05,L,11,25,135,1,2,41.2,1,0,0,0,0
200,2015,Sean Mannion,89,2016-12-11,W,23,35,257,0,1,75.5,6,4,19,0,0
201,2015,Sean Mannion,89,2016-12-17,L,20,36,235,1,2,61.7,3,1,0,0,1
202,2015,Sean Mannion,89,2016-12-24,L,0,3,0,0,1,0.0,2,0,0,0,0
203,2015,Sean Mannion,89,2017-12-10,L,2,9,14,0,0,39.6,0,1,7,0,0
204,2015,Sean Mannion,89,2017-12-17,L,19,39,179,1,2,49.0,1,2,16,0,0
205,2015,Sean Mannion,89,2017-12-24,L,15,28,119,0,1,49.6,3,3,33,0,0
206,2015,Sean Mannion,89,2017-12-31,L,19,36,232,0,0,72.9,4,1,-1,0,1
207,2015,Bryce Petty,103,2016-11-13,L,1,4,8,0,0,39.6,0,0,0,0,0
208,2015,Bryce Petty,103,2016-11-20,L,1,3,9,0,1,2.8,0,1,0,0,1
209,2015,Bryce Petty,103,2016-12-11,W,0,2,0,0,0,39.6,0,2,-2,0,0
210,2015,Bryce Petty,103,2016-12-24,W,0,1,0,0,0,39.6,0,0,0,0,0
211,2015,Bryce Petty,103,2017-09-28,W,1,1,0,0,0,79.2,0,0,0,0,0
212,2015,Bryce Petty,103,2017-10-15,L,18,33,157,1,3,39.6,4,1,3,0,1
213,2015,Bryce Petty,103,2017-10-22,L,12,25,87,0,1,39.9,1,3,44,1,1
214,2015,Bryce Petty,103,2017-11-06,L,26,38,245,0,0,86.0,3,4,22,1,0
215,2015,Bryce Petty,103,2017-11-12,W,18,25,212,1,0,110.7,3,2,16,0,0
216,2015,Bryce Petty,103,2017-11-19,L,21,36,239,0,3,43.6,6,3,19,0,1
217,2015,Bryce Petty,103,2017-11-26,L,17,26,245,3,0,134.3,4,1,6,0,0
218,2015,Bryce Petty,103,2017-12-03,W,13,22,84,0,1,48.3,2,7,66,0,0
219,2015,Bryce Petty,103,2017-12-10,W,35,46,265,3,0,111.2,1,7,31,0,0
220,2015,Bryce Petty,103,2017-12-23,L,17,40,130,0,2,30.2,1,5,48,0,0
221,2015,Bryce Petty,103,2017-12-31,L,14,24,172,1,2,59.7,4,3,15,0,1
222,2015,Bryce Petty,103,2019-10-27,L,0,1,0,0,0,39.6,1,0,0,0,0
223,2015,Bryce Petty,103,2019-12-22,W,4,9,49,0,0,61.8,1,6,35,0,0
224,2015,Bryce Petty,103,2019-12-29,L,1,1,0,0,0,79.2,0,1,6,0,0
